volume_lookback,high_volume_percentile_threshold,atr_length,max_displacement_atr,near_vwap_threshold_atr,reversal_horizon_bars,trade_count,hit_rate,expectancy_after_cost,profit_factor,max_drawdown,validation_status,passes_hard_filters
150,90.0,80,0.4,0.75,15,1437,0.615866388308977,-1.9323817828541323,0.9629637134288119,-8111.784973302076,CANDIDATE,False
150,90.0,80,0.4,0.75,20,1437,0.6374391092553932,-2.2682331371954936,0.9598441417007523,-9183.779697232903,CANDIDATE,False
150,90.0,80,0.5,0.1,5,3494,0.6946193474527762,-0.44966999528316565,0.9844477850459358,-6027.747523275977,CANDIDATE,False
150,90.0,80,0.5,0.1,10,3494,0.727819118488838,-3.4588870759025436,0.9039926958463969,-15585.174369605971,CANDIDATE,False
150,90.0,80,0.5,0.1,15,3494,0.7464224384659416,-2.3635179249700413,0.9364956945732651,-11856.890828034224,CANDIDATE,False
150,90.0,80,0.5,0.1,20,3494,0.7593016599885518,-3.2879298427063612,0.9180892269873118,-16544.712987139857,CANDIDATE,False
150,90.0,80,0.5,0.25,5,2975,0.653109243697479,-0.4307807771710024,0.9866963609157477,-5854.154652993344,CANDIDATE,False
150,90.0,80,0.5,0.25,10,2975,0.6890756302521008,-4.129396567444892,0.8989175474505197,-15808.929542038562,CANDIDATE,False
150,90.0,80,0.5,0.25,15,2975,0.7099159663865546,-2.849754025261547,0.9325409426173302,-12114.929250829528,CANDIDATE,False
150,90.0,80,0.5,0.25,20,2975,0.7243697478991596,-3.960587159346937,0.9133299732690657,-17033.90057059446,CANDIDATE,False
